clean_text,category
modi the biggest critic modi,0
congress meet election commission over narendra modi biopic request film postponed till end elections sources,0
gujju rely hunch and gut feeling study less but learn more from practice dhirubhai karsanbhai sardar patel example even modi believe learning while doing and works times out 100,1
indifferent towards attempts for wealth transfer india but feel prashant bhushan rivals narendra modi when comes economic incompetence,1
has the same merit modis rs6000 year income transfer farmers only the scale bigger and involves both rural and urban poor,-1
respect modi increasing day day internationally,0
today feel disappointedtired and defeated  middle class india one thinks about yet our last govt gave big benefits tax relief and reservationi know this not enough for but still thanks modi atleast thought about,1
dear motu suresh and tharki pawan one day modi will kick you also out,0
elections were held public opinion twitter modi would win 400 seats but thats not the case,1
hahaha scared his biopic getting released hence seeking postponement its release and the irony that assertive taking modi and showing semblence easiness but reality feeling the heat the ground,1
shameless modi lier and should kicked out 2019,0
very good modi,1
why you ppl fascinated and writing off bad debts big industrials you want poor always stay poor that case why modi didt stop food subsidy even that also demotivate poor work hard,-1
coming back real life from jumla life chor chowkidar modi,1
really indians are above the poverty line just because the bjp says what convenient definition poverty using please,1
see the truth can see india growing can see how our armed forces are doing well can see all the outdated equipments army which were not updated congress are now being updated modi govn,-1
she supports assad sisi modi and putin funny how each these men have made name for themselves murdering muslims and illegally occupying other countries,-1
hope you have learnt economics hatred has erased that too read this from niti ayog chief now dont say niti ayog also modi bhakt,0
yes the film will such embarrassment for modi and bjp third rate acting and grade portrayal,0
air india had earlier said the passes featuring the photographs which were thirdparty advertisements would withdrawn they are found violation the model code conduct,0
and comedians quest for staying relevant and being taken “seriously” continues because most probably modi gonna stay the man charge that means atleast more years easy money for kamra right,1
governor should nonpartisan ashok gehlot kalyans wish for narendra modi again,0
still waiting for promised lakhs for continuous years modi government and here congress announced 72000 that just for the amongst the poor class the society yaha bhi kat,-1
overall yeah the hindus and muslims are pretty religious think also modi from gujarat lol,1
just like corruption charges don’ stick bjp people trust congress give doles don’ know how bjp gonna tackle this just can’ bank congress failures mai complete modi barose optimistic hun,1
chowkidar chor geetika swami you can vote for chor modi problem all upper caste all chors would vote for him,0
yes know and also hate aap but ousting modi the main aim lets focus there,-1
are more nationalistic than the the when happened and wing commander abhinandan was captivity pakistan our chief minister and our entire party suspended all political activity for week but neither rahul gandhi narendra modi suspended,1
one request from modi govt please ask all the people from india provide valuable idea the growth india tabhi sahi maine mein kaha jayega sabka sath sabka vikas,0
modi giving more the poor but enabling them and supporting them not giving doles,1
rohit bhai has blocked mind which think only one side only which against and reading his post book shear waste you will see biased views only,-1
and the narrative shifted out modis hands with announcement may expect more activities kashmir what,1
sach bjp pravakta nikle aap bina kisi analysis kiye bjp tarah bol diya bakwaas hai how you know what didnt you ask modi jumla promises,0
this age modi theft jewelleries ran from home,0
ambani sevak modi brought misery hunger and death our great great country die hunger months jharkhand government denial … … … … … …,1
have you ever questioned modi for lakh jobs etc promised,0
congress urges stop release narendra modi biopic says the film politically motivated,0
can see congress not got new fighters for iaf but our modi had done see the truth see the bjp,1
"fourth important reason why modi should elected prime minister again
modi the leader who has both power and passion have seen political leaders who had visionary thinking and have seen leaders who had eye for the details ",1
this war indias environment been quid pro quo for the backing modi and bjp received from corporates involved extractive industries the runup the 2014 election,0
professor all are indians here someone from behind sir have pakistanis too here toh lagaya professor dont worry have been fan imran khan and all hate modi meri chatee 112 gayee,-1
failure chowkidar narinder modi and failure government bjp,-1
its apolitical stunt modi govt the movie modi,0
really sorry say that your recent profile picture very good but compare this one that picture was really amazing look plz dont make much experiment modi hai tabhi mumkin hai choukidar pure hai rahul gandhi chor hai robert vadra chor hai,1
rahuls father killed 1000s fathers mothers sisters brothers children 1984 modi gave partial justice these pitiable people sending sajjan jail other executioners roaming free one bass tard madhya pradesh any humanity shame left,-1
most people are cheering because they either got paid for doing fits their agenda somehow remove modi,1
sir hardcore supporter modi but except modi reason let know single reason vote person who lost elections and came home for power contest why sir what deal and math sir may opinion dont mean you sir,-1
"modi shah shld retire present governent big failure managing economy security
",-1
will get the money from the same treasury from where bjp declared pay lacs every citizen after all such calculations have been teached modi opposition,0
campaign was not her name they campaigned the name bjp and modi,0
can you give link the speech where modi said would give jobs year,0
are you saying modi has generated and filled the govt coffers much that now you can distribute its the monies honest taxpayers not jaagir,1
those who never voted for modi are pretending voters modi 2014,0
you can read here thread the most underreported disaster modi govt has been its attack our environment its not exaggeration say … enjoy,1
knew somewhere you want get bjps ticket narendra modi the donald trump india only that trump has not organised mass genocide you have lost all respect will never watch your movie,0
this movie planned release during election time just cash the votes during elections not only modis movie election commission should not let movies politicians released months prior the elections either assembly loksabha polls,0
"bro please recheck that video
narendra modi never said lac will come your account
what said bharat jitna black money hai agar india wapas jaye toh har indian account approx lacs hoga",-1
mere gujarat ball six mar rahe says modi,-1
chowkidar baap means father modi and all his ilk wah modiji wah,0
see how india growing see how during congress time india was begging for f16 but america denied and now america from its own ready give f19 belive modi power,1
negative politics bordering the line activism never right for country when the alternative absent and will stand with narendra modi like rock,-1
chowkidarsatish chandra mishra from patna bihar modi all people our country versus congress and mahagathbandhan this parliamentary election more than 400 seats and modi,1
modi has offered ias position all unemployed for now answer like bhakt,0
very true everyone’ aim ensure bjp and modi are dealt lesson their lifetime after befooling the nation,1
rather giving the whole sum moneyy cant make different schemes benfit people different ways also help them know their betterment and development acc time erawhich going improve their lifeohh opps forgot modi has done that already lol,1
this definitely bot who does not know modi,0
people voted modi without knowing his lack understanding our economy and suffered due demonetization and multiple layered gst least safe hands ppl like mms and who have proven track records chill india will safe hands,1
people sitting the auditorium are acting shouting like abvp people the speech,0
honble modiji rocks already paying much more than 106800 rupees feeling very proud with working with honble finance minister sri arun jaitley honble prime minister sir sriman narendra bhai modi vandemataram,1
modi for life dynasty bandits,0
need you our finance minister modi realy want big change our economy should appointe,0
now request you upload the full video where modi has promised about 15lakh each individuals account let everyone know the truth about that too,1
sir abhi tou modiji apne garib dost adani billion energy cess saving rahe hain guess modiji blackhole small change for the environment hain might get arrested for tweeting this guess should chant modi modi,-1
this ‘scheme’ keep the electorate dependent freebies pidi can get their votes stark contrast being the modi regime that believes making more and more folks job creators employees the growing pvt sector which wher jobs any rising nation,1
had electricity when mms left modi did the last mile and claiming did 100 whole india can’ electrified years impossible,-1
this hilarious amazing delhi resident invited 200 politicians from local political parties mock opening ceremony for open air sewer lake involving huge visible posters modi arvind kejriwal rahul gandhi special invitations for the road constituency,1
our dream was see sell namo tshirts pens wall clocks notebooks and fridge magnets thanks for fulfilling our dreams modi,1
once model code conduct place every flag banner car hoarding accounted election expense the movie narendra modi nothing but campaign when launched during electionsthe expense movie much beyond lakhs hence release should disallowed,1
all bad loans were given during upa rule and modi got has reduced npa efficiently your party has helped mallaya nirav modi anil ambani and choksi loans,-1
"indira garibi hatao rajeev one rupee only paisa reaches poor
pappu minimum income gaurantee for poor the dynasty has been fooling the nation and poor for ages but hey modi sarkar jhumla sarkar",-1
ever heard about modi bhakts,0
you are also salesman try sale thinking terrorism and country whenever you forced open midnight modi far better who sale energy truth and confidence citizens india which are feel suffocation due past government,-1
modi doesnt need the chair but the chair and the country needs him india cannot afford accidental once again,0
congres person telling from where the money will come for  but there govt they dont have money for but now they are not the govt but they will this why they know because modi doing well for india growth,0
may know that opinion poll allowed after election notification election commission abp news channel openly showing opinion not single action this why any pressure from modi bjp side something wrong,-1
when comes modi your blood start boiling there are many things happening other states ruled opposition but you never tweet point out not justifying the violence any one just showing your hypocrisy,1
ashwin buttler rahul modi buttler and modi were caught unaware crease and,0
modi please dont add our bjp party with sapna chaudhary please,0
agent poll panel notice modi biopic makers could issue new guidelines,1
the income support promised congress bluff announcementmodi government already giving rs106800year through dbt subsidies simple arithmetic rs72000 for five crore families works out rs36 lakh crore which less than 23rd what being given,-1
dont worry will recover npas from modis toadies that will fund first years then our gdp expected grow such level that the contribution only gdp you sleep well,1
youre getting wrong more muslim hater rather hes appeasing muslims for winning elections now and dont impose your islamic theory humans are result continuous evaluation since stone agesthough some the became muslims after 600,1
dear indias oldest political party members question why there any promises for electricity water health etc your election manifesto why modi hatao your priority,0
dont want friendship with modi harami and trump shaitan,0
nobody asked you about your relationship with modi just tell his fulfilled promises,0
"thats why they hate modi came and asked people rather than asking for rights asked them what they could for the nation 1st give subsidy
2nd swachh bharat
3rd tax reform has actually sowed the seed nationalism will take time may another partition ",-1
family vote always for modi,0
probably congress did not hear your anti modi rant they didnt give you the ticket you were expecting this election,0
everything possible modi possible modi that possible modi,0
years later yet tell indians how much black money recovered back since then there was definition black money 2014 nor there one one knows where did modi got 1520 lakh per indian figure,-1
the neomiddle class term that the bjp popularised refer the socioeconomic group people who had risen from poverty were not quite,0
economy trouble youth want jobs devote more time economics not petty politics modi please focus the job hand,1
tncc president alagiri apologises for analogy gave press conference earlier the day criticise modi had hurt the physically challenged the words used his statement reflects his sincerity expressing sense deep hurt,0
"who has seats begging party for alliance which has seats more funnier part party with seats rejecting that offer varanasi seat against modi
aap gives congress
congress gives gives bsp
bsp candidate joins bjp
too much fun",1
nobody values the hardwork nirav modi mehulbhai malyaji jay shah anil ambani india dont deserve these hardworking people under kakas leadership,0
black money holders hate modi how about you boss,-1
how write letters modi need write many letters regarding medical help and hereafter dont ask donations for medical help public just write letters and ask modi,1
rahul gandhi jis proposal will carry higher weightage with simple poor voters bjp wasting time explaining arithmetic their schemed modi should announce better scheme else prepared sit opposition,1
and media says modi arrogant autocrat,0
rich coming from minister modis govt,1
modi film must released the relevant congress governments can make security setup their states also against cbn still its getting released march rahul need not watch but save money for his own biopic evermade,1
you know the difference between manager and the difference between and for that matter how many the names you rattled out approached maddy your biased hate against modi you seems have blind eye for any good work,-1
only modi fan could this stupid,-1
and media says modi arrogant autocrat,0
modi completely unnerved this announcement hence hysterical reactions from his courtiers fanboys cheergirls via,-1
was the first one openly say that modi should declared bjp candidate one had guts that point time,1
need comparison video between modi biopic and messenger god,0
correction will actually unlike modis lakh which never came,0
dear jaitly though modi give you 150 croreswe havent got our lakhs havent got the jobs only got pakoda wrapped jumlas @ arunjaitley,0
happy member bjp than from other political party jai bharat jai modi,1
remember during modi meeting was behaving alia soo rude,-1
ashwin looks like modi bakth,0
narendra modi the best india,1
gandhi feel modi has filled the govt coffers much that now you have surplus distribute else definitely manmohan and chidambaram would have distributed earlier,1
"dekhlo yeh news aur challenge your thoughts not all based any party dont judge seeing only one video watch their share opinion
they are not loyal bjp modi fyi ",-1
even modi supporters want same who want see vivek oberoi,0
but modis free funds farmers was termed disastrous you but this free doling out funds,1
that’ modithe prime minister india very powerful man,1
why indian hindus need vote only modi 2019 pushpendra kulshresta,0
one thing observation earlier leftist advani and vajpayee are fascist now they were the icons nice people modi fascist and murderer tomorrow yogi type becomes leftist modi was visionary built toilet this that,1
the movie narendra modi was released even weeks before announcement elections one could challenge but once model code conduct place any act which amounts political campaign expense,0
modi wave full swing west bengal witnessing many heavyweight leaders from opposition are line join bjp that means bjp will get many seats bengaljai hind,1
can modi reply just few journalists start with,-1
modi govt actually giving more than pappu’ fake promise,0
right person right place india’ first woman paralympic medallist deepa malik joins bjp praises modi for woman empowerment,1
pakistan modi can reply donald trump,0
right and modi presented which white paper document when promised 14l everyones bank account this elections season everyone allowed make promises cuz anyways none will keep any,1
anyone can produce movie anyone but the timing the release movie modi questionable and unjustified this movie just propaganda the fails stop release this movie during elections will influence the people the country,-1
friends ’ important bring modi under 180 seats for make him face the law retweet share spread each his pre may 2014 tweet post that will enough make him shiver this will great act patriotism,1
pornographic twitter handles have named themselves chowkidar support indian narendra modi,0
now they say modi giving 6000 per year will give 6000 per month this type tricks doesnt workslike dumb president like dumb partykarnataka government fooled farmer the name full loan waive now his alliance party trying,-1
with the full majority modi failed deliver single credible policy which had positive impact people india bjp comes with thin majority ’ disaster not single achievement campaign only excuses,1
keep simple raul can something like this modi can better whatever congress promises modi can give better results even the same plans lets vote modi,1
all the scamstars are against modi lol,1
nice fun @ times nownow lets play hide and seekand want modi hide now this timenow lets dhappa modiscared must,1
and modi had the audacity say that was not working and its failure,-1
did you dare ask same about modi you can then ask else create war room and chaturta show ask modi question yrs rule,0
modi gave electricity 14000 villages provided gas cylinder the poorest the poor gave per year support for the annual saving poor farmer controlled inflation and made price rise non issue gave support per year health support the families,-1
work construction industry know how farmers are given mgnrega they are made work for roads wells canals etc all pmgsy rural roads that modi likes take credit for are built mgnrega its not dole freebie similarly this will focus cottage,0
modis speech years ago,0
final days modi government adani project jharkhand becomes indias first power sector sez govt decision grant sez status the adani project will save the company billion annually clean energy cess alone reports,1
modi doesnt contest from bangalore south would huge gaffe have withheld the first place,1
dont think muslims are minority india because its large community with threat extinction and imo modis policy for muslims are for progress modernization betterment,1
modi for sure,1
was the toilet paper filled with that ugly modi face,-1
modi need star prachark state catch marriott vote for modi,0
atleast did not demonetisation ruin economy and job just benefit the defaulter not 3rd fail like modi,-1
can’ distinguish between tajinder bagga and modi these days both are selling shirts,0
massive job creation under modi govt,0
wearing modi shirt pride,0
matlab ess bar sai vannakam this time there modi wave also,0
hiy galthe modi,0
modi appreciate your thoughts but beside these must say one all know that once shi mahatama gandhi gee was travelling train but was not allowed travel same train because the whole travelling passenger was foreigner,1
"voting for modi
rahul gandhi not good",-1
think its not possible bcz modi destroyed indian economy its very difficult,-1
never said anything regarding hinduism you mocking hijab shows your levelof intellect you ran out arguments you started mocking hijab can easily use derrogatory words and mock your religon but above that make memes for modi govt,1
know modi losing but you shouldnt call him pappu yet your afterall,0
haha what you know about our leader true leader pakistan your modi living only fake military operations bring some literate person like imran kalhan than compare with him view rahul more educated than your modi,1
under government,0
like how modi went about inaugurating again things which had already been inaugurated the same ways likes again launch his campaign which has already been launch,0
find modi this and you will receive 15lakhs your account ाेशबचा,0
bhai seems you cant defend what saying like farmers are not born today corruption not born today does you better focus todays agenda cos modi failed prove anything against congress,0
lol when indian leadership giving tough competition junta alone with different what see hasan misajs show netflix where hes dotted point point the comparison trump modi,1
dont worry here minorities are very much safe you give half concentration modi sarkar may positive result comes out,1
nirav modi just walked and stole the money,0
2017 rahul gandhi claimed modi wrecking economy 2019 says economy robust enough spend lakhs crores his 72000 scheme,0
where was arun jaitley when modi announced lakhs every ones accountwas that not bluff please dont try fool indians with your bluffs,0
reality behind the message narendra modi imran khan 23rd march though all messages haqeeqat are not worthy,-1
never knew tavleen was terribly scared modi that she would use name train gun for job creation during his tenure,-1
its rahul congress not modi can only game changer jumla modi speciality,-1
expenses added modis poll exp account and candidate should disqualified,0
must watch this videowhat modi did since 2014,0
india has now come terms ppl like you can only sell dreams with your bashan requires intellect and competence run country you dont have both pack modi your time ाेशबचा,0
modi said 15l per family never happened the same way rahuls promise just election gimmicks,0
feel for the soliders tooi felt pain for abhinandan while our militry was taking him and was bleedingbut than again modi has messedup the situationwe could done anything abhinandan was here attacki even send tweet narendra modi profile was suspende,0
"nirav modis total loans from pnb 11400 less assets worth 400 recovered pnb
net outstanding loan 11000 made pay nominal interest per year the 770 crore alone can sustain more than one lakh families under ",1
earlier sponsored picture monamohan sonia and now sponsored biopic modi what election commission doing only sleeping want favor modi open all knows biopic this time fully planned action modi,1
such incidents must taken very seriously taken international forums expose pakistan modi has successfully unmasked pakistan terrorist state internationally,1
modi address rally jammu mar,0
modi you accept yourself you are failure this country what you done4 youth since give years jobs declined education institutions politicised hindutva development farmers suicide rise,-1
"mean say all doctors lawyers and bankers are pure
doctors who involved organ traficing
lawyers involved handling court cases for terrorists and mafias
bankers who took bribe and involved scam cases like lalit modi all are dear him
’coz ",-1
that’ height frustration expressed rahul gandhi the end result will zero building confidence takes time and not just one day nation very optimistic about modi,1
both and are more educated than modi and both are gainfully employed rather that modi who disguised unemployment,1
rss had warned shah that joshi would not keep quiet and his ticket being cut would send wrong message the upper castes particularly brahmins the electorally crucial but modi and shah were adamant this not the last word from joshi,-1
all real hindustanis are with modi,1
dear honorable narendra modi sir want the leader like you who remain full enthusiasm and assiduously working for the advancement our country ameliorating the condition the people sir will encourage all neighbors friends and colleagues cast their votes,1
"priyanka vadra and her husband robert vadra have looted india
say congress
vote for modi",0
please explain this your boss modi who politicizing indian defense forces,0
rabid soriyar dogs bit prashanth still not cured rabiesneeds more modi vaccination,1
modi promised lac from black money not from tax payers money spot the difference,-1
you are not scared then hindus are not danger and you are lying that hindus would extinct modi loses,-1
after grand success coffee with karan star plus coming with new shows tea with modi cerelac with rahul cough syrup with kejriwal,1
man you are such hypocrite you say you dont support congress one your tweet now you support congress such disguised person you people just want criticize modi for reason,0
once again modi sargar,0
like 2014 modi announcement,0
"narendra modi and powerful
joke",1
founder tak nahi choda inki ghatiya soch yet another instance the modishah duo disrespecting and disregarding the seniormost leaders the party exclusive for the none other than,-1
air india rolls back boarding passes with pictures modi after criticism via,0
"that the reason all chord are upset they cannot loot more fooling people all are against one person modi other reason all
seeing this can understand that modi really doing some thing good for the country hope common man not fooled fake news ",1
sure maam agree with arguments and there cant any denial that congress compromised but there bigger threat this country named modi and for that congress the only option they are the only one who can remove him aap has ground,1
the income support promised congress bluff announcement modi government already giving rs106800year through dbt subsidies simple arithmetic khangress going cut ₹72000,0
narendra modi’ exclusive interview with times now,0
yes wins 2019 when modi wins 2019,1
are you encouraging coup your smile attack modi ghandi bhakts who’ party victimised army smells bad,-1
"not really
look the commonly called tax expenditure rich people not part budget but accounts for annually ₹800000 crore
just cut modi has twicked that too show lesser than past years",-1
all modi against the restyogi bhogi etc wont matter stop celebratingvasu and ndtv,0
"modis india its crime talk girl much burnt why not register case
dont cry here",1
yes the nation wants know fair press conference you will set the mood modi wave whole universe,1
modi never said that will transfer lakh meant that there are much black money swiss bank that each citizan india can get lakh,-1
pretty sure about the idea which gandhi was thinking before making the louse promise might thinking modi bringing down the fiscal deficit worst condition will rose again,1
what else need demolish fake nationalism narrative modi godi media people let media make noise,-1
startup says bjp stole code party clarifies httpswwwdeccanherald this shameless modi chor and bluff master,0
morrow will announce 120000 every family who has secured sarkari job master stroke,0
thats baaaaaaaaaaaaaaaaaaaaaaddddddd only pappu gandhi family dynasty have these kind rights india how modi dare mean just damn this country,1
its election time they not opened their mouth and chant modi modi they will fired their job,0
can give you one reason they feel tough powerful enter muslim home and beat them mercilessly modi’ approval really want muslims arm them selves shoot those goons like wild animals protect their families,-1
modi gee you are giving opportunity your former minister mla for coming election but why not qualified womens india especially the states rest the part our country,0
modi grate india hope again 2019 284 seat,0
western media also said modi lied about balakot,0
"modi winning
pappu losing
good for india",1
know loose enlightenment when celebrities support modi and the same remains intact when celebrities like swara bkodkar supports congress,-1
would taken photo from modi meet can’ believe,0
see first all modi will remain after 23rd mayand pappu household name ragapidis dont understand,1
1st all from nit check your eyes 2nd going madrasas kill brain cells and increase the skill dynasty bootlicking 3rd modi finishing madrasas that india can move forward from those medieval period thinking,0
now bjp may announce 12000 144 per annum then you can increase 18000 then bjp increases 24000like this take 15l like bidding happens which modi promised indians 2014 elections lets take some comedy enjoyment,0
nice song the movie narendra modi,1
which ayyash gives money the poorest poor ayyash word suits modi lac suit 2lac mushroom movado gucci dress changes day got that all wrong mowugly  you cant get anything right even save your life,-1
modi fan bro wanna win any cost,1
modi launching his campaign from knows honest deep inside also agree,1
chairman the estimates committee parliament joshi has repeatedly embarrassed the modi govt reports defence preparedness the ganga clean and banking npas joshi also brought the “rajan list” wilful fraudulent defaulters light,1
subramanyam swamis statement also shows all non brahmin members including modi who the highest position and not all ashamed calling himself chowkidar are puppets the hands rss favored brahmins like swami,1
against congress ties with who exposed anti jammu several party leaders per source joining bjp rally address modi 28th march,0
dont complain movie instead make movies life robert vadra that indians can know about their life contribution for nation vote accordingly,0
welcome modis india where only rich muslims are hugged fuhrer,1
"lakhs each account
demonetization benefits
communal division and mob lynchings
cow vigilantism
long term approach kashmir give yrs and ill show you what congress couldnt yrs ill yrs modi 2014",-1
sorry didnt understand that completely are you saying that the govt previous modi had worse economic stats better can you please point out which stats youre talking about,-1
one trying bring down there will hundred nationalist support modi,-1
thank you sir for supporting nation pride our greatest leader modi our hindustan,1
these congees befooling since 1971 indira garibi hatao chor pappu actually targeting things befooling poor win election making way looting from this 72000 crores schemes full leakages modi already tightened his screws trying make another way,1
dont forget request modi and gang keep karwa chaut brith for his dear friend release pakistan fauj ghadaar inshaallah will pay for his wrong doings yeh sub chor ultay latkay gay,-1
modi promised all 15lakh every account huaa nhi,0
what happened looks like has taken them surprise till now modi was setting the agenda this one announcement has rattled all handles tells you the vote potential such announcements also what modi had announced this,0
has someone blamed modi for the mankading controversy,0
thats why they are desperate get rid modi under congress 350 was not the total count soldiers killed entire upa tenure from both sides put together here one side alone has lost 300 soldiers less than month,-1
you even realize what you are talking don’ like modi don’ vote stop preaching what madhavan should,0
don’ believe any camp both ⁦⁦ ⁦ have answers give but are losing our essence what  secular accepting hence “this election fight for the soul india” ⁦,0
ready pay tax for helping poor people but not ready pay for modis world tour plan wasted entire populations money their blood massage bangkok,-1
just hear the speech what modi said its just congress just twisting his words and saying also saying about 15lakh thing understand employed person instead hearing stupid people who say without sense just for power,-1
sell this prediction someone who believes jyotish not and you support modi then count his fulfilled promises,0
"have two options this elections choose from lotuslootus want india modified agar majburi naam gandhi hai majbooti naam narendra modi hai modi for vision rahul for division all others for televisions  
please share",0
yeah finish modi,0
can you list out what are the scheme benefited poor people govt and kind request study all comments with help google translation then your bjp party know what indian people mind set,1
doesnt even have empirical cold calculated justification for this one was gonna bloody hard beat gandhinagar even bhakts know their heart acchhe raha hai quite suremany quite quietly embarrassed,-1
simple forcing cronies modi cough all the loot,0
"policy initiative party acts action lazy leader who got power without hard work want increase laziness india while working for productivity
one should fight for productivity with justice loosing mental balance bcz hatred for modi",-1
leave modi supporterswhat are views this btw hows the offline itr filing going,0
where from 3rd grade reporter cnn news could mak worth property modi directs concerned officials find out the source then this desdrohi presstitute isi dalal wont dare accuse hindus terrorists this has become practice accuse hindus terrorist,1
this words example modi jidreams hardwork never failsnice words,0
"you seem have short memory
karnataka rajasthan
forget illiterates look replies modis shout join mein bhi chowkidar campaign psu bankers are sulking about over work due modi and bickering about how their pay hikes are stuck
sick and scary",-1
here one,0
are talking about administration financial data check tweet about and come back mms knows about economy better than jaitley modi yes can understand you ppl believe better economist than amarthya sen also know about kamarajar,1
yes off course but not for vote for local street nepali chokidar from kathmandu think deserve more than narendra modi,1
choukidar chor hai modi chor hai bjp gaddar party feeling real indian,1
brigade will settled gujari ghat after 23rd may and other anti modi gang will bowing the same ghat with the disappointment and foolishness issues along with another years,-1
"modi has done nothing last yrs and just spread hate lies then why all opposition parties who are rivals have come together why suddenly all parties are announcing big and unrealistic freebies for the poor why congress and tmc invoking communal votes
",-1
its modi election atom song,0
after just years narendra modi contest from varanasi again because hes confident his work after years rajiv gandhi years sonia gandhi and years his own rule rahul gandhi afraid,1
sir your prophecy coming true last time you questioned bottle meeting dubai counter modis uri popularity and then pulwama happened now,1
indias goes from asias worst bestperforming just five weeks via,-1
james bond india how come find bjp leaders catch them red handed this proof enough send all incl modi jail,-1
please correct your math before saying further you should blessed have like narendra modi have don’ know why you oppose all the time man just look his work delivers whatever commit rahul gandhi for acha din achenahihosakte,0
what kind shameless reporting one your reporters tanushree pandey whom you addressed tanushree datta did during show todaycalling the congress move petitioning against modi biopic nice move etc gold standard spewing venom indeed,1
modi gave only anil ambani jet lee,0
"narendra modi has the worst movie ever
that never going see",-1
respected sir lakh students affected modi govt plz save our lifeksou students,0
bcz modi govt managed the fiscal deposit also they increased the gdp the rate they can give 6000 per year the kisan who least grow crops manthat kind job not distributing free money anyoneagn congress aajtak nhi kiya,1
modi’ way repayment debt and gratitude his benefactor the 2014 election joshi had vacated his varanasi seat for modi and then won kanpur record margin securing the votes,0
defeat congress antinational activities stand pakistan maoist afzal gang lreades pak seek help remove modi abuse defence forces hurt sentiments jswans disrespect martyrdom hindus most dangerous for nation launch campaign boycott this party,-1
modi wave like hurricane for opposition this time crops field crossroads peoples talking about political sensation modi modi and modi,0
"thank you renu need more stories like this spread the good work
come modi brigade take pledge find one good story from your neighborhoods
",1
why cant they start donating from their billionaires empires like modi that people this country shud start believing these people,0
was waiting the,0
‘main bhi chowkidar’ opportunity for opposition strike back modi,1
should have told that modi created bank accounts jan dhan accounts,0
you should read regimental history 36th sikh which now 4th battalion sikh regiment anti bjp anti modi but this movie based real incident you may please google battle saragarhi and you will see many old references before the movie was made,1
modi jee your big big big means biggest fan know are one who can protect our country from corruption terrorismetcyou are fabulousintelligent person and can promise you that will support and make win from our localitymy whole family vote for bjp,1
murli manohar joshi told that modi shah not want him contest lok sabha polls the bjp founder and veteran won the kanpur seat 2014 with record margin but his role head the estimates committee parliament has irked the modishah duo,0
that why seeking votes for his candidates his name ieecery vote for bjp vote for modi cant fathom why such educated person falling person who known for jumlas lakhs crore jobs etc,0
"aree modis and yogis india who living home happily and safely
you should stop feeding shit and garbage your mind then only you can see the real new india
where yogi also have guts rule the country save his own people and country from terror",1
does this man have any tangible achievement last years least one just squandered the great opportunity handed over him indians and wasted just blaming and nehru for everything what joke,1
narendra modi this time cople expose,0
modi learning new maths which 1200012 becomes 72000,1
twicking laws help capitalist friends before code conduct for े ोी ौीाी,0
yeah but not sure modi has exhausted his quota lies deception raga has just started remains seen has promised much less than,-1
congress and modi represent fundamental divide indian political thought esp light the ridiculous scheme announced rahul today congress the cynical end the assumption behind their scheme that average indian extremely selfish the mera kya,-1
whether modi sarkar supports not,0
"sardesai
stop this stupid acting naive expect modi will condemn the hatred spread against muslims and dalits
who are you trying fool",-1
does know the current deficit treasury empty after modis rule money pay staff salaries also pata nahi kaha aate hai baat karte hai,-1
modi never promised lacs every account said that the kind money stalled the corrupts much that can brought back india can fetch lacs each and every citizen india and see how this opposition twisted the words against modi,1
try all your tricks new old modi coming back 2019,1
not authorised even comment modi,0
modi bhakts will say congressopposition did the same difference between chowkidar and chorhum sab hain,0
biggest sympathiser and congi spewing venom against modi,0
pappu needs bribe his audience for hearing him out modi can sell tickets,0
sonam you seems good family why you west you time join modi can win election america pappu pappu hai sayed south say election jitney bad narial paida karney wali factory lagwa dey keep,1
in2014 march they had money purchase rafael now they claim lot money available are they praising current modi government,1
usual comedy cong criticized modi how they can manage free money 6000 per year now comes out 6000 per month plan joker,1
was modi supporter for 2014 but not 2019 vote will not for him tejaswini brilliant prospect ground worker she deserves the ticket tejaswi surya still far away from being inducted isnt worthy candidate lets see what happens,1
and our talk about global warming need save environment,0
the taking second shot removing the percountry limit green cards through bill 1044,-1
you show where said you guys are absolutely delirious about the situation you have idea about anything bus pappu dialogue repeat karne hain show where modi has promised lacks everyone’ account,1
one ore seat gonewho making decisions rss bjp modi shah bsy surely bsy state bjp not then who who sabotaging,1
after being flightmode perennially spending ₹2021 crores his overhyped foreign tours modi should now answer why indias relationship with almost all our neighbour countries nepal srilanka myanmar bangladesh maldives pakistan has detiorated his tenure,-1
never seen advani having laugh even smiling like this with modi,1
maybe but the candidate peoples eyes narendra modi for instance many voters bengaluru central arent even aware that mohan the bjp candidate,1
can never understand why this man has whipping dog for modi all the time thrust defend nonexistent job data modis hare brained policies and now this isnt ashamed cling the job,0
modi for the first time decades devised alternate system for delivering welfare aadhar linked bank accounts changed the mechanism delivery mnrega and ensure works per intentiondumb people like you wont get,1
evident that losing the upcoming elections hes desperately trying convince voters that hes the savior exactly the same story unfolding with his corrupt cronies have started calling themselves watchmen,-1
"and btw going for every world hindu congress the qualification for one considered hindu
she had attended whc last year seriously wish people from bjpmodi had the ballscourage her talk highlight the issues related hindus",-1
fill treasury and made the beneficiaries stand queue while his friends took flights out one after another modi only worked clearing his debt repaying his election sponsors back and then filling partys coffers using electoral bonds and corporate donations,0
brother support modi government bcz muslims india will get its new pakistan dividing india done 1947,1
